source	key	candidate	revision	digest	census	licence_screen	revision_screen	fern_screen	disposition	record
jentic	annotated-ref-target-oneof	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/pandascore.co/pandascore-rest-api-for-all-videogames/2.23.1/meta/import/input-entry.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	3d238afcf5ede4dc3d22870e238ff3c1891a22d150e7edf8f8566918e86eb7bb	4	failed: see exact grant finding (document licence: none); jentic redistribution: CC0-1.0	not-run: licence screen failed	not-run: licence screen failed	rejected	witness-search-jentic/records.tsv:76
jentic	annotated-ref-target-oneof	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/pandascore.co/pandascore-rest-api-for-all-videogames/2.23.1/meta/import/output-bundle.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	3d238afcf5ede4dc3d22870e238ff3c1891a22d150e7edf8f8566918e86eb7bb	4	failed: see exact grant finding (document licence: none); jentic redistribution: CC0-1.0	not-run: licence screen failed	not-run: licence screen failed	rejected	witness-search-jentic/records.tsv:77
jentic	annotated-ref-target-oneof	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/pandascore.co/pandascore-rest-api-for-all-videogames/2.23.1/meta/import/output-entry.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	3d238afcf5ede4dc3d22870e238ff3c1891a22d150e7edf8f8566918e86eb7bb	4	failed: see exact grant finding (document licence: none); jentic redistribution: CC0-1.0	not-run: licence screen failed	not-run: licence screen failed	rejected	witness-search-jentic/records.tsv:78
jentic	annotated-ref-target-oneof	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/pandascore.co/pandascore-rest-api-for-all-videogames/2.23.1/openapi.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	3d238afcf5ede4dc3d22870e238ff3c1891a22d150e7edf8f8566918e86eb7bb	4	failed: see exact grant finding (document licence: none); jentic redistribution: CC0-1.0	not-run: licence screen failed	not-run: licence screen failed	rejected	witness-search-jentic/records.tsv:79
jentic	annotated-ref-target-oneof	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/zulip.com/zulip/1.0.0/meta/import/input-bundle.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	cffb1099324cf988418c58876f9bc69a0fb84e887923d771e61cb5a5c9895a6d	7	pass	pass	pass	rejected	witness-search-jentic/records.tsv:80
jentic	annotated-ref-target-oneof	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/zulip.com/zulip/1.0.0/meta/import/input-entry.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	e7f6eb40cfb673e64fd5119e37697e67e62e8970b92832eb13a4ecb3185195cf	7	pass	pass	pass	rejected	witness-search-jentic/records.tsv:81
jentic	annotated-ref-target-oneof	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/zulip.com/zulip/1.0.0/meta/import/output-bundle.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	cffb1099324cf988418c58876f9bc69a0fb84e887923d771e61cb5a5c9895a6d	7	pass	pass	pass	rejected	witness-search-jentic/records.tsv:82
jentic	annotated-ref-target-oneof	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/zulip.com/zulip/1.0.0/meta/import/output-entry.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	e7f6eb40cfb673e64fd5119e37697e67e62e8970b92832eb13a4ecb3185195cf	7	pass	pass	pass	rejected	witness-search-jentic/records.tsv:83
jentic	annotated-ref-target-oneof	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/zulip.com/zulip/1.0.0/openapi.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	cffb1099324cf988418c58876f9bc69a0fb84e887923d771e61cb5a5c9895a6d	7	pass	pass	pass	rejected	witness-search-jentic/records.tsv:84
vendor-portals	annotated-ref-target-oneof	https://raw.githubusercontent.com/openai/openai-openapi/b53b169f44dc0fbf878db3f9a1d3b66f43831f8d/openapi.json	b53b169f44dc0fbf878db3f9a1d3b66f43831f8d	eeff5890d95fdc3656b881460fd07827652cb77333baa66ed34d6ce7adaa3c91	3	pass	pass	not-run: key closed by found witness zulip/zulip:zerver/openapi/zulip.yaml	not-owed	witness-search-vendor-portals/records.tsv:25
vendor-portals	annotated-ref-target-oneof	https://raw.githubusercontent.com/openai/openai-openapi/b53b169f44dc0fbf878db3f9a1d3b66f43831f8d/openapi.yaml	b53b169f44dc0fbf878db3f9a1d3b66f43831f8d	5f2358ee412d4220e5673068c02fc34c36653cdc60e18f72bddc707caec587ae	3	pass	pass	not-run: key closed by found witness zulip/zulip:zerver/openapi/zulip.yaml	not-owed	witness-search-vendor-portals/records.tsv:26
vendor-portals	annotated-ref-target-oneof	https://raw.githubusercontent.com/zulip/zulip/6a82f40579f8adb9149aa0b04ff795c397baae73/zerver/openapi/zulip.yaml	6a82f40579f8adb9149aa0b04ff795c397baae73	486c52ec40e74e3f1bfc78534b726db9bcb3f1cf8f6fc3df4981733708fddd10	7	pass	pass	pass	pending-registration	witness-search-vendor-portals/records.tsv:27
vendor-portals	anyof-array-variant-anyof-nullable-item	https://api.elevenlabs.io/openapi.json	no-immutable-ref: https://api.elevenlabs.io/openapi.json is a mutable live endpoint	14b71caad897ed2ebe9504739de2108fa33bb888e5174b53b036895ee47309c3	1	failed: no evidenced publisher redistribution grant; info.license absent in measured response (document licence: none)	not-run: licence screen failed	not-run: licence screen failed	rejected	witness-search-vendor-portals/records.tsv:28
jentic	anyof-array-variant-anyof-nullable-item	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/smith.langchain.com/langsmith-api/0.1.0/meta/import/input-bundle.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	c97ad2387e46d409d18714609c64fa0a8513f5420d7ddf2e7dde682a451bab4b	1	pass	pass	failed: concrete diagnostic below	rejected	witness-search-jentic/records.tsv:85
jentic	anyof-array-variant-anyof-nullable-item	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/smith.langchain.com/langsmith-api/0.1.0/meta/import/input-entry.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	77cc518ac6c209f90a7b188d286cdd51e53e3d441a576c244b7ac4b173a85061	1	pass	pass	failed: concrete diagnostic below	rejected	witness-search-jentic/records.tsv:86
jentic	anyof-array-variant-anyof-nullable-item	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/smith.langchain.com/langsmith-api/0.1.0/meta/import/output-bundle.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	c97ad2387e46d409d18714609c64fa0a8513f5420d7ddf2e7dde682a451bab4b	1	pass	pass	failed: concrete diagnostic below	rejected	witness-search-jentic/records.tsv:87
jentic	anyof-array-variant-anyof-nullable-item	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/smith.langchain.com/langsmith-api/0.1.0/meta/import/output-entry.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	77cc518ac6c209f90a7b188d286cdd51e53e3d441a576c244b7ac4b173a85061	1	pass	pass	failed: concrete diagnostic below	rejected	witness-search-jentic/records.tsv:88
jentic	anyof-array-variant-anyof-nullable-item	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/smith.langchain.com/langsmith-api/0.1.0/openapi.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	c97ad2387e46d409d18714609c64fa0a8513f5420d7ddf2e7dde682a451bab4b	1	pass	pass	failed: concrete diagnostic below	rejected	witness-search-jentic/records.tsv:89
apis.guru	anyof-array-variant-closed-object-item	https://api.apis.guru/v2/specs/webflow.com/2023-03-01T164537Z/openapi.json	no-immutable-ref: served catalogue version URL is mutable; pinned YAML fallback recorded separately	550233e93e78ded22dcce92c91b37be05f459bcea03031efaeaa33b1e861d6aa	1	failed: no publisher redistribution grant evidenced (document licence: none)	not-run: licence screen failed	not-run: licence screen failed	rejected	witness-search-apis.guru/records.tsv:10
apis.guru	anyof-array-variant-closed-object-item	https://raw.githubusercontent.com/APIs-guru/openapi-directory/f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49/APIs/webflow.com/2023-03-23T154040Z/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	390d03664d0779d86f87683253b91842c67777869cf4da35e5ddd4dd0ad3959c	1	failed: no document grant and no publisher grant evidenced (document licence: none)	not-run: licence screen failed	not-run: licence screen failed	rejected	witness-search-apis.guru/records.tsv:11
jentic	anyof-array-variant-closed-object-item	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/cradl.ai/main/2026-01-28T09%3A00%3A46Z/meta/import/input-bundle.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	57c5f7cf776da457b2170e3e02e22458c1e35a6d16c35a3058ed158dca8c405c	1	pass	pass	pass	byte-identical to CORPUS row 163, sha256 57c5f7cf776da457b2170e3e02e22458c1e35a6d16c35a3058ed158dca8c405c	witness-search-jentic/records.tsv:90
jentic	anyof-array-variant-closed-object-item	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/cradl.ai/main/2026-01-28T09%3A00%3A46Z/meta/import/input-entry.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	57c5f7cf776da457b2170e3e02e22458c1e35a6d16c35a3058ed158dca8c405c	1	pass	pass	pass	byte-identical to CORPUS row 163, sha256 57c5f7cf776da457b2170e3e02e22458c1e35a6d16c35a3058ed158dca8c405c	witness-search-jentic/records.tsv:91
jentic	anyof-array-variant-closed-object-item	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/cradl.ai/main/2026-01-28T09%3A00%3A46Z/meta/import/output-bundle.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	57c5f7cf776da457b2170e3e02e22458c1e35a6d16c35a3058ed158dca8c405c	1	pass	pass	pass	byte-identical to CORPUS row 163, sha256 57c5f7cf776da457b2170e3e02e22458c1e35a6d16c35a3058ed158dca8c405c	witness-search-jentic/records.tsv:92
jentic	anyof-array-variant-closed-object-item	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/cradl.ai/main/2026-01-28T09%3A00%3A46Z/meta/import/output-entry.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	57c5f7cf776da457b2170e3e02e22458c1e35a6d16c35a3058ed158dca8c405c	1	pass	pass	pass	byte-identical to CORPUS row 163, sha256 57c5f7cf776da457b2170e3e02e22458c1e35a6d16c35a3058ed158dca8c405c	witness-search-jentic/records.tsv:93
jentic	anyof-array-variant-closed-object-item	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/cradl.ai/main/2026-01-28T09%3A00%3A46Z/openapi.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	57c5f7cf776da457b2170e3e02e22458c1e35a6d16c35a3058ed158dca8c405c	1	pass	pass	pass	not-owed	witness-search-jentic/records.tsv:94
jentic	anyof-array-variant-closed-object-item	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/elastic.co/kibana/1.0/meta/import/input-bundle.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	074048fe12ed07ed40e24d6ff027c480745d1ffe51bd07e86e5d24491b5031e2	20	pass	pass	failed: concrete diagnostic below	rejected	witness-search-jentic/records.tsv:95
jentic	anyof-array-variant-closed-object-item	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/elastic.co/kibana/1.0/meta/import/input-entry.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	074048fe12ed07ed40e24d6ff027c480745d1ffe51bd07e86e5d24491b5031e2	20	pass	pass	failed: concrete diagnostic below	rejected	witness-search-jentic/records.tsv:96
jentic	anyof-array-variant-closed-object-item	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/elastic.co/kibana/1.0/meta/import/output-bundle.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	074048fe12ed07ed40e24d6ff027c480745d1ffe51bd07e86e5d24491b5031e2	20	pass	pass	failed: concrete diagnostic below	rejected	witness-search-jentic/records.tsv:97
jentic	anyof-array-variant-closed-object-item	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/elastic.co/kibana/1.0/meta/import/output-entry.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	074048fe12ed07ed40e24d6ff027c480745d1ffe51bd07e86e5d24491b5031e2	20	pass	pass	failed: concrete diagnostic below	rejected	witness-search-jentic/records.tsv:98
jentic	anyof-array-variant-closed-object-item	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/elastic.co/kibana/1.0/openapi.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	074048fe12ed07ed40e24d6ff027c480745d1ffe51bd07e86e5d24491b5031e2	20	pass	pass	failed: concrete diagnostic below	rejected	witness-search-jentic/records.tsv:99
jentic	anyof-array-variant-closed-object-item	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/exa.ai/main/2.0.0/meta/import/input-bundle.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	02516c6e9eddb9432ad4dfda2c62dc2130c928df1e81be1909c3d94ef400220d	1	failed: aggregation grant admitted; publisher grant unproven (document licence: none); jentic redistribution: CC0-1.0	not-run: licence screen failed	not-run: licence screen failed	rejected	witness-search-jentic/records.tsv:100
jentic	anyof-array-variant-closed-object-item	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/exa.ai/main/2.0.0/meta/import/input-entry.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	02516c6e9eddb9432ad4dfda2c62dc2130c928df1e81be1909c3d94ef400220d	1	failed: aggregation grant admitted; publisher grant unproven (document licence: none); jentic redistribution: CC0-1.0	not-run: licence screen failed	not-run: licence screen failed	rejected	witness-search-jentic/records.tsv:101
jentic	anyof-array-variant-closed-object-item	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/exa.ai/main/2.0.0/meta/import/output-bundle.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	02516c6e9eddb9432ad4dfda2c62dc2130c928df1e81be1909c3d94ef400220d	1	failed: aggregation grant admitted; publisher grant unproven (document licence: none); jentic redistribution: CC0-1.0	not-run: licence screen failed	not-run: licence screen failed	rejected	witness-search-jentic/records.tsv:102
jentic	anyof-array-variant-closed-object-item	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/exa.ai/main/2.0.0/meta/import/output-entry.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	02516c6e9eddb9432ad4dfda2c62dc2130c928df1e81be1909c3d94ef400220d	1	failed: aggregation grant admitted; publisher grant unproven (document licence: none); jentic redistribution: CC0-1.0	not-run: licence screen failed	not-run: licence screen failed	rejected	witness-search-jentic/records.tsv:103
jentic	anyof-array-variant-closed-object-item	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/exa.ai/main/2.0.0/openapi.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	02516c6e9eddb9432ad4dfda2c62dc2130c928df1e81be1909c3d94ef400220d	1	failed: aggregation grant admitted; publisher grant unproven (document licence: none); jentic redistribution: CC0-1.0	not-run: licence screen failed	not-run: licence screen failed	rejected	witness-search-jentic/records.tsv:104
jentic	anyof-array-variant-closed-object-item	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/huggingface.co/main/0.0.1/meta/import/input-bundle.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	6b26beb70fb91ee1fd2e7ae1fb99b8b7b974be9a39d832e678e8da60a5f65123	1	failed: aggregation grant admitted; publisher grant unproven (document licence: none); jentic redistribution: CC0-1.0	not-run: licence screen failed	not-run: licence screen failed	rejected	witness-search-jentic/records.tsv:105
jentic	anyof-array-variant-closed-object-item	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/huggingface.co/main/0.0.1/meta/import/input-entry.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	6b26beb70fb91ee1fd2e7ae1fb99b8b7b974be9a39d832e678e8da60a5f65123	1	failed: aggregation grant admitted; publisher grant unproven (document licence: none); jentic redistribution: CC0-1.0	not-run: licence screen failed	not-run: licence screen failed	rejected	witness-search-jentic/records.tsv:106
jentic	anyof-array-variant-closed-object-item	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/huggingface.co/main/0.0.1/meta/import/output-bundle.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	6b26beb70fb91ee1fd2e7ae1fb99b8b7b974be9a39d832e678e8da60a5f65123	1	failed: aggregation grant admitted; publisher grant unproven (document licence: none); jentic redistribution: CC0-1.0	not-run: licence screen failed	not-run: licence screen failed	rejected	witness-search-jentic/records.tsv:107
jentic	anyof-array-variant-closed-object-item	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/huggingface.co/main/0.0.1/meta/import/output-entry.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	6b26beb70fb91ee1fd2e7ae1fb99b8b7b974be9a39d832e678e8da60a5f65123	1	failed: aggregation grant admitted; publisher grant unproven (document licence: none); jentic redistribution: CC0-1.0	not-run: licence screen failed	not-run: licence screen failed	rejected	witness-search-jentic/records.tsv:108
jentic	anyof-array-variant-closed-object-item	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/huggingface.co/main/0.0.1/openapi.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	6b26beb70fb91ee1fd2e7ae1fb99b8b7b974be9a39d832e678e8da60a5f65123	1	failed: aggregation grant admitted; publisher grant unproven (document licence: none); jentic redistribution: CC0-1.0	not-run: licence screen failed	not-run: licence screen failed	rejected	witness-search-jentic/records.tsv:109
jentic	anyof-array-variant-closed-object-item	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/webflow.com/lucidtech-api/2023-03-01%2016%3A45%3A37%2B00%3A00/meta/import/input-bundle.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	14f5df572fe0e4b6dce1549895ca73f75abcd306aebc2fab677cd48b83737c27	1	failed: aggregation grant admitted; publisher grant unproven (document licence: none); jentic redistribution: CC0-1.0	not-run: licence screen failed	not-run: licence screen failed	rejected	witness-search-jentic/records.tsv:110
jentic	anyof-array-variant-closed-object-item	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/webflow.com/lucidtech-api/2023-03-01%2016%3A45%3A37%2B00%3A00/meta/import/input-entry.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	14f5df572fe0e4b6dce1549895ca73f75abcd306aebc2fab677cd48b83737c27	1	failed: aggregation grant admitted; publisher grant unproven (document licence: none); jentic redistribution: CC0-1.0	not-run: licence screen failed	not-run: licence screen failed	rejected	witness-search-jentic/records.tsv:111
jentic	anyof-array-variant-closed-object-item	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/webflow.com/lucidtech-api/2023-03-01%2016%3A45%3A37%2B00%3A00/meta/import/output-bundle.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	14f5df572fe0e4b6dce1549895ca73f75abcd306aebc2fab677cd48b83737c27	1	failed: aggregation grant admitted; publisher grant unproven (document licence: none); jentic redistribution: CC0-1.0	not-run: licence screen failed	not-run: licence screen failed	rejected	witness-search-jentic/records.tsv:112
jentic	anyof-array-variant-closed-object-item	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/webflow.com/lucidtech-api/2023-03-01%2016%3A45%3A37%2B00%3A00/meta/import/output-entry.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	14f5df572fe0e4b6dce1549895ca73f75abcd306aebc2fab677cd48b83737c27	1	failed: aggregation grant admitted; publisher grant unproven (document licence: none); jentic redistribution: CC0-1.0	not-run: licence screen failed	not-run: licence screen failed	rejected	witness-search-jentic/records.tsv:113
jentic	anyof-array-variant-closed-object-item	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/webflow.com/lucidtech-api/2023-03-01%2016%3A45%3A37%2B00%3A00/openapi.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	14f5df572fe0e4b6dce1549895ca73f75abcd306aebc2fab677cd48b83737c27	1	failed: aggregation grant admitted; publisher grant unproven (document licence: none); jentic redistribution: CC0-1.0	not-run: licence screen failed	not-run: licence screen failed	rejected	witness-search-jentic/records.tsv:114
jentic	anyof-array-variant-closed-object-item	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/webflow.com/main/2023-03-01T16%3A45%3A37Z/meta/import/input-bundle.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	c96cc6c0b232ec39c5bfec67d79d5fbfd9466d25083723865135301046339f49	1	failed: aggregation grant admitted; publisher grant unproven (document licence: none); jentic redistribution: CC0-1.0	not-run: licence screen failed	not-run: licence screen failed	rejected	witness-search-jentic/records.tsv:115
jentic	anyof-array-variant-closed-object-item	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/webflow.com/main/2023-03-01T16%3A45%3A37Z/meta/import/input-entry.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	c96cc6c0b232ec39c5bfec67d79d5fbfd9466d25083723865135301046339f49	1	failed: aggregation grant admitted; publisher grant unproven (document licence: none); jentic redistribution: CC0-1.0	not-run: licence screen failed	not-run: licence screen failed	rejected	witness-search-jentic/records.tsv:116
jentic	anyof-array-variant-closed-object-item	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/webflow.com/main/2023-03-01T16%3A45%3A37Z/meta/import/output-bundle.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	c96cc6c0b232ec39c5bfec67d79d5fbfd9466d25083723865135301046339f49	1	failed: aggregation grant admitted; publisher grant unproven (document licence: none); jentic redistribution: CC0-1.0	not-run: licence screen failed	not-run: licence screen failed	rejected	witness-search-jentic/records.tsv:117
jentic	anyof-array-variant-closed-object-item	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/webflow.com/main/2023-03-01T16%3A45%3A37Z/meta/import/output-entry.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	c96cc6c0b232ec39c5bfec67d79d5fbfd9466d25083723865135301046339f49	1	failed: aggregation grant admitted; publisher grant unproven (document licence: none); jentic redistribution: CC0-1.0	not-run: licence screen failed	not-run: licence screen failed	rejected	witness-search-jentic/records.tsv:118
jentic	anyof-array-variant-closed-object-item	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/webflow.com/main/2023-03-01T16%3A45%3A37Z/openapi.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	c96cc6c0b232ec39c5bfec67d79d5fbfd9466d25083723865135301046339f49	1	failed: aggregation grant admitted; publisher grant unproven (document licence: none); jentic redistribution: CC0-1.0	not-run: licence screen failed	not-run: licence screen failed	rejected	witness-search-jentic/records.tsv:119
jentic	anyof-array-variant-closed-object-item	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/webflow.com/webflow-api/2023-03-01T16%3A45%3A37Z/meta/import/input-bundle.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	5a3268140b76f436e5c908c83a2e6b2952d9cc6446d027af3abbaac66f3f9437	1	failed: aggregation grant admitted; publisher grant unproven (document licence: none); jentic redistribution: CC0-1.0	not-run: licence screen failed	not-run: licence screen failed	rejected	witness-search-jentic/records.tsv:120
jentic	anyof-array-variant-closed-object-item	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/webflow.com/webflow-api/2023-03-01T16%3A45%3A37Z/meta/import/input-entry.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	5a3268140b76f436e5c908c83a2e6b2952d9cc6446d027af3abbaac66f3f9437	1	failed: aggregation grant admitted; publisher grant unproven (document licence: none); jentic redistribution: CC0-1.0	not-run: licence screen failed	not-run: licence screen failed	rejected	witness-search-jentic/records.tsv:121
jentic	anyof-array-variant-closed-object-item	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/webflow.com/webflow-api/2023-03-01T16%3A45%3A37Z/meta/import/output-bundle.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	5a3268140b76f436e5c908c83a2e6b2952d9cc6446d027af3abbaac66f3f9437	1	failed: aggregation grant admitted; publisher grant unproven (document licence: none); jentic redistribution: CC0-1.0	not-run: licence screen failed	not-run: licence screen failed	rejected	witness-search-jentic/records.tsv:122
jentic	anyof-array-variant-closed-object-item	https://raw.githubusercontent.com/jentic/jentic-public-apis/eb9d12a2684b0fbcb5aecf51e8ae54dba0929743/apis/openapi/webflow.com/webflow-api/2023-03-01T16%3A45%3A37Z/meta/import/output-entry.json	eb9d12a2684b0fbcb5aecf51e8ae54dba0929743	5a3268140b76f436e5c908c83a2e6b2952d9cc6446d027af3abbaac66f3f9437	1	failed: aggregation grant admitted; publisher grant unproven (document licence: none); jentic redistribution: CC0-1.0	not-run: licence screen failed	not-run: licence screen failed	rejected	witness-search-jentic/records.tsv:123
